turk_uydu,cop_parca,cop_kaynak,mesafe_t0_km,hiz_t0_km_s,tahmin_t24_km,gercek_t24_km,hata_km,hiz_t24_km_s,delta_mesafe_km,cop_inclination_deg,cop_eccentricity,cop_sma_km,cop_perigee_km,cop_apogee_km,roket_govdesi,malzeme,yanma_orani,yere_dusme_riski,orbital_risk_skoru,bilesik_risk_skoru,risk_sinifi,trend,hesap_utc
IMECE,GAOFEN-9 04,aktif_uydular,1880.02,15.011,4355.51,526.18,-3829.33,14.859,-1353.84,97.2497,0.0011,6837.8417,459.0083,474.6751,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-3659,aktif_uydular,12667.68,13.808,4357.75,2263.91,-2093.84,9.518,-10403.77,53.2181,0.0001,6917.8824,546.1034,547.6613,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-32281,aktif_uydular,4285.85,14.006,4358.81,4818.21,459.4,13.418,532.37,53.1608,0.0001,6853.3926,481.5873,483.1979,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,PELICAN-4,aktif_uydular,2956.19,14.88,4359.09,2600.79,-1758.3,14.995,-355.4,97.2295,0.0004,6822.4582,448.8397,454.0767,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-36096,aktif_uydular,7308.88,13.304,4359.58,3260.33,-1099.25,11.13,-4048.55,53.1575,0.0001,6853.3229,481.7548,482.8911,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-37123,aktif_uydular,13573.94,9.121,4359.9,3793.16,-566.74,12.13,-9780.78,53.1584,0.0001,6655.4685,283.9514,284.9857,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-30884,aktif_uydular,5527.32,13.748,4360.24,4039.55,-320.69,12.906,-1487.78,42.9984,0.0002,6863.7122,491.6778,493.7465,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36881,aktif_uydular,2547.94,15.093,4361.31,4463.87,102.56,14.237,1915.93,97.2851,0.0001,6843.8133,471.862,473.7646,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36888,aktif_uydular,12654.26,14.57,4361.74,3650.57,-711.17,5.775,-9003.69,42.9993,0.0002,6858.7784,486.622,488.9348,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-34825,aktif_uydular,11807.85,14.083,4361.86,2980.6,-1381.26,7.245,-8827.26,53.1568,0.0001,6853.357,481.6709,483.043,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,LUR-1,aktif_uydular,994.0,14.98,4363.49,4046.07,-317.42,14.483,3052.08,97.3771,0.0003,6857.0638,483.8442,488.2835,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0658,aktif_uydular,14010.54,14.075,4365.53,1158.74,-3206.79,3.25,-12851.8,87.9207,0.0002,7563.9059,1191.2925,1194.5193,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-32855,aktif_uydular,8271.95,13.636,4366.31,4417.63,51.32,13.083,-3854.32,53.1573,0.0001,6853.1802,481.6258,482.7346,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32186,aktif_uydular,5571.91,14.768,4367.15,4843.33,476.18,13.748,-728.58,53.1589,0.0001,6853.3622,481.7749,482.9495,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-35296,aktif_uydular,13602.48,14.554,4367.17,1027.22,-3339.95,4.134,-12575.26,97.6043,0.0002,6927.637,555.2348,558.0391,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31235,aktif_uydular,12430.96,14.43,4369.03,5421.02,1051.99,7.673,-7009.94,43.0054,0.0001,6861.171,489.4294,490.9127,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32843,aktif_uydular,9819.6,14.276,4369.07,6507.5,2138.43,11.794,-3312.1,53.1581,0.0002,6853.3545,481.0619,483.647,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35117,aktif_uydular,9818.9,14.432,4370.06,6073.27,1703.21,11.794,-3745.63,53.1599,0.0002,6853.4015,481.3296,483.4733,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0695,aktif_uydular,13100.57,14.31,4370.19,4140.52,-229.67,6.587,-8960.05,87.8892,0.0002,7595.819,1223.214,1226.424,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-34957,aktif_uydular,13462.4,14.388,4370.2,478.73,-3891.47,3.043,-12983.67,97.6026,0.0002,6927.6341,555.1974,558.0709,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30713,aktif_uydular,13133.87,14.793,4370.39,3591.68,-778.71,4.995,-9542.18,53.1604,0.0001,6853.3645,481.5332,483.1958,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,HULIANWANG DIGUI-27,aktif_uydular,14553.35,14.673,4370.43,6417.69,2047.26,6.263,-8135.67,86.5096,0.0002,7546.0554,1173.5024,1176.6083,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35512,aktif_uydular,5542.92,14.627,4371.09,4789.47,418.38,13.442,-753.45,43.0006,0.0002,6861.1626,489.1129,491.2124,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-5669,aktif_uydular,8582.17,13.258,4372.48,3356.89,-1015.59,13.126,-5225.28,42.9993,0.0002,6873.3057,500.7345,503.877,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-35268,aktif_uydular,13584.85,14.838,4373.02,4582.76,209.74,5.944,-9002.1,97.6051,0.0002,6927.7427,555.3537,558.1317,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-37019,aktif_uydular,13635.42,9.216,4374.24,3603.7,-770.54,12.394,-10031.72,53.1582,0.0001,6656.2083,284.6279,285.7887,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-36974,aktif_uydular,13651.79,9.267,4374.46,3556.9,-817.56,12.519,-10094.89,53.1582,0.0001,6656.5472,285.0959,285.9985,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ONEWEB-0522,aktif_uydular,13927.77,14.461,4374.8,4018.77,-356.03,5.988,-9909.0,87.921,0.0002,7563.9034,1191.5397,1194.2672,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-11154 [DTC],aktif_uydular,8799.52,2.74,4375.17,3735.53,-639.64,9.404,-5063.99,53.1595,0.0001,6737.9155,366.2775,367.5536,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,FLOCK 4G-20,aktif_uydular,3121.84,14.838,4375.33,3563.5,-811.83,14.79,441.66,97.3922,0.0003,6825.3905,452.2249,456.5562,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,FLOCK 4G-20,aktif_uydular,2308.46,14.814,4375.33,1579.65,-2795.68,15.048,-728.82,97.3922,0.0003,6825.3905,452.2249,456.5562,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-35072,aktif_uydular,1404.73,14.65,4375.71,2991.29,-1384.42,14.917,1586.55,53.1609,0.0001,6853.356,481.6316,483.0804,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-35038,aktif_uydular,1362.45,14.596,4376.96,3489.88,-887.08,15.062,2127.43,53.1584,0.0001,6853.379,481.4586,483.2994,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,ONEWEB-0605,aktif_uydular,13498.03,14.044,4378.69,3617.46,-761.23,4.407,-9880.58,87.9171,0.0001,7555.894,1184.1475,1185.6405,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-37029,aktif_uydular,13654.82,9.417,4379.32,3589.06,-790.26,12.794,-10065.76,53.1583,0.0001,6657.4864,285.9471,287.0257,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,HULIANWANG DIGUI-64,aktif_uydular,12967.54,13.692,4381.98,2558.81,-1823.17,8.172,-10408.73,86.4855,0.0002,7546.0433,1173.808,1176.2786,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-34247,aktif_uydular,13251.24,14.582,4382.23,5250.92,868.69,5.691,-8000.33,53.1605,0.0001,6853.3442,481.5561,483.1324,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32013,aktif_uydular,13073.07,14.43,4382.29,3925.71,-456.58,4.225,-9147.35,53.1602,0.0001,6853.3634,481.7316,482.9953,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31120,aktif_uydular,13045.54,14.747,4383.05,5010.6,627.55,6.431,-8034.94,53.1591,0.0001,6853.3626,481.5182,483.2069,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,FLOCK 4BE-20,aktif_uydular,3973.46,14.542,4383.71,3063.96,-1319.75,14.906,-909.5,97.372,0.0004,6836.6276,462.6441,468.6111,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-2426,aktif_uydular,6137.52,15.01,4384.07,1977.27,-2406.8,14.023,-4160.25,53.1593,0.0001,6853.2341,481.3048,483.1634,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-37125,aktif_uydular,13513.52,9.07,4384.3,3987.11,-397.19,11.938,-9526.42,53.1582,0.0001,6655.0784,283.5214,284.6354,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ONEWEB-0653,aktif_uydular,13011.21,13.813,4384.65,3841.51,-543.14,7.172,-9169.7,87.8953,0.0002,7583.923,1211.749,1214.0969,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-32892,aktif_uydular,3364.57,13.912,4385.58,5010.51,624.93,13.759,1645.94,43.0014,0.0001,6861.1547,489.1427,491.1668,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31838,aktif_uydular,13271.18,14.66,4386.59,4562.62,176.03,5.096,-8708.57,53.1615,0.0001,6853.4547,481.7207,483.1887,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35321,aktif_uydular,5677.55,14.897,4388.06,4213.26,-174.8,13.861,-1464.29,53.1596,0.0001,6853.3565,481.6369,483.0761,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0221,aktif_uydular,13199.66,13.617,4388.32,577.36,-3810.96,8.471,-12622.3,87.8936,0.0002,7579.9002,1207.3926,1210.4078,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,ONEWEB-0655,aktif_uydular,14044.2,14.029,4389.59,5997.89,1608.3,5.118,-8046.31,87.917,0.0002,7555.893,1183.5661,1186.2198,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-31695,aktif_uydular,1513.99,14.65,4389.95,4771.17,381.22,14.753,3257.18,53.1607,0.0001,6853.3946,481.4468,483.3424,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-35884,aktif_uydular,9571.49,13.354,4389.96,1889.08,-2500.88,10.046,-7682.41,43.0007,0.0002,6861.0702,488.4228,491.7175,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-33717,aktif_uydular,11596.47,14.075,4391.04,6471.71,2080.67,9.338,-5124.76,42.9989,0.0002,6861.1509,489.0256,491.2761,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,CUAVA-2,aktif_uydular,2604.94,14.744,4391.26,3712.66,-678.6,14.62,1107.72,97.3749,0.0006,6841.6641,466.2793,475.0489,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-11681 [DTC],aktif_uydular,11441.62,2.146,4393.12,1539.96,-2853.16,12.842,-9901.66,42.9985,0.0002,6734.5137,362.4503,364.5771,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35405,aktif_uydular,7113.86,14.516,4393.41,5089.0,695.59,13.057,-2024.86,43.0016,0.0001,6861.1637,489.4021,490.9253,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-37028,aktif_uydular,12258.17,9.736,4394.14,2183.14,-2211.0,12.92,-10075.02,53.1584,0.0001,6657.0725,285.5453,286.5998,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-31135,aktif_uydular,8385.06,13.299,4394.86,2216.17,-2178.69,10.25,-6168.89,53.1605,0.0001,6853.3967,481.6394,483.154,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,MOZHAETS 4 (RS22),aktif_uydular,3360.66,4.319,4395.37,4804.94,409.57,4.52,1444.28,98.346,0.0012,7028.6818,649.5321,665.8316,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-11632 [DTC],aktif_uydular,12831.91,1.806,4395.83,1639.97,-2755.86,14.434,-11191.94,43.0041,0.0003,6734.609,361.7873,365.4307,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35486,aktif_uydular,9936.23,14.539,4396.13,3165.9,-1230.23,11.651,-6770.33,53.1603,0.0001,6853.4251,481.4923,483.3578,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-37129,aktif_uydular,13606.47,9.162,4396.51,3691.31,-705.2,12.254,-9915.16,53.1582,0.0001,6655.8117,284.2107,285.4127,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ONEWEB-0356,aktif_uydular,12202.45,13.628,4399.6,6074.2,1674.6,9.981,-6128.25,87.9147,0.0001,7559.9126,1187.9911,1189.8342,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-2270,aktif_uydular,3406.61,15.001,4399.82,4320.96,-78.86,14.652,914.35,53.1298,0.0001,6842.6945,471.1704,472.2187,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-34705,aktif_uydular,13696.13,14.873,4401.12,3654.54,-746.58,5.23,-10041.59,97.6044,0.0002,6927.641,555.5631,557.7189,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0406,aktif_uydular,14481.69,14.702,4401.59,4200.62,-200.97,4.204,-10281.07,87.9239,0.0001,7567.8765,1195.8647,1197.8884,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-5441,aktif_uydular,13602.54,13.596,4401.62,1886.17,-2515.45,7.204,-11716.37,53.218,0.0001,6917.875,546.0795,547.6706,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-2613,aktif_uydular,7912.21,13.736,4402.14,1946.06,-2456.08,11.129,-5966.15,53.1595,0.0002,6853.376,481.3096,483.4424,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,ONEWEB-0597,aktif_uydular,13147.0,13.753,4402.52,4269.86,-132.66,5.174,-8877.15,87.9168,0.0002,7555.8967,1183.6757,1186.1178,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31938,aktif_uydular,8360.44,14.484,4402.66,3065.18,-1337.48,12.677,-5295.25,43.0019,0.0001,6861.1657,489.2148,491.1167,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-4457,aktif_uydular,13941.72,15.035,4402.93,2843.8,-1559.13,3.474,-11097.92,97.603,0.0002,6927.6562,555.1106,558.2018,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-30524,aktif_uydular,4334.64,13.892,4403.44,4279.33,-124.11,13.483,-55.3,43.0018,0.0001,6861.2044,489.3639,491.0449,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,SITRO-AIS 10 (BURDAEV),aktif_uydular,2122.19,14.869,4404.15,3964.43,-439.72,14.645,1842.24,97.5153,0.0007,6837.5402,461.9844,471.0961,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-35846,aktif_uydular,3864.17,15.084,4406.33,4438.67,32.34,14.355,574.5,53.1571,0.0001,6853.3578,481.6834,483.0322,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31595,aktif_uydular,3728.64,14.634,4406.37,5172.71,766.34,13.932,1444.06,53.1616,0.0001,6853.4228,481.5222,483.3233,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-30165,aktif_uydular,6789.99,14.0,4406.4,1818.77,-2587.63,13.35,-4971.22,43.0033,0.0002,6861.1924,488.5855,491.7993,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,OPTOS,aktif_uydular,3335.27,2.861,4406.83,1925.05,-2481.78,4.015,-1410.22,97.6928,0.0116,7032.4763,580.2414,742.7113,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-35836,aktif_uydular,9010.65,13.634,4407.04,3186.19,-1220.85,12.374,-5824.46,42.9971,0.0001,6861.1811,489.1801,491.1822,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ONEWEB-0405,aktif_uydular,14608.46,14.703,4407.23,2261.47,-2145.76,2.223,-12346.99,87.9246,0.0002,7567.8798,1195.2709,1198.4887,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-5840,aktif_uydular,10809.81,13.696,4407.76,2625.25,-1782.51,10.037,-8184.57,42.9995,0.0001,6863.7519,491.9125,493.5914,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36059,aktif_uydular,13241.74,14.688,4408.34,4688.96,280.62,5.397,-8552.78,53.16,0.0001,6853.3312,481.454,483.2085,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36822,aktif_uydular,6203.97,14.585,4408.43,2672.96,-1735.47,13.951,-3531.01,43.0006,0.0001,6861.2058,489.1931,491.2186,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-34876,aktif_uydular,13764.79,14.795,4409.86,1454.12,-2955.74,3.3,-12310.67,97.603,0.0002,6927.6335,555.0644,558.2026,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,FLOCK 4G-11,aktif_uydular,1924.7,15.082,4410.67,4450.56,39.89,14.38,2525.86,97.3944,0.0002,6861.004,488.6806,491.3275,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,LEMUR-2-MJR092620,aktif_uydular,734.96,15.022,4411.43,2831.1,-1580.33,14.881,2096.13,97.3966,0.0008,6816.5538,440.2601,450.8476,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-30771,aktif_uydular,4883.39,15.137,4411.91,4531.19,119.28,13.898,-352.2,53.1604,0.0002,6853.4135,481.2518,483.5751,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0361,aktif_uydular,14084.51,13.709,4413.02,4701.91,288.89,7.508,-9382.6,87.9148,0.0002,7559.9124,1187.7587,1190.066,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ONEWEB-0324,aktif_uydular,14558.08,14.66,4414.87,983.19,-3431.68,1.11,-13574.89,87.9243,0.0002,7567.8721,1195.4774,1198.2669,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
