turk_uydu,cop_parca,cop_kaynak,mesafe_t0_km,hiz_t0_km_s,tahmin_t24_km,gercek_t24_km,hata_km,hiz_t24_km_s,delta_mesafe_km,cop_inclination_deg,cop_eccentricity,cop_sma_km,cop_perigee_km,cop_apogee_km,roket_govdesi,malzeme,yanma_orani,yere_dusme_riski,orbital_risk_skoru,bilesik_risk_skoru,risk_sinifi,trend,hesap_utc
TURKSAT 6A,TURKSAT 3A,aktif_uydular,57.23,0.001,1720.51,57.47,-1663.04,0.001,0.24,0.056,0.0005,42164.6874,35773.1321,35814.2427,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 3A,EXPRESS-AM7,aktif_uydular,1487.42,0.108,1732.96,1486.17,-246.79,0.107,-1.25,0.0138,0.0003,42164.5511,35780.7626,35806.3397,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 4A,EXPRESS-AM7,aktif_uydular,1460.0,0.107,1732.96,1449.28,-283.68,0.106,-10.72,0.0138,0.0003,42164.5511,35780.7626,35806.3397,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 5B,EXPRESS-AM7,aktif_uydular,1477.56,0.108,1732.96,1475.69,-257.27,0.108,-1.86,0.0138,0.0003,42164.5511,35780.7626,35806.3397,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 6A,EXPRESS-AM7,aktif_uydular,1467.86,0.107,1732.96,1466.98,-265.98,0.107,-0.89,0.0138,0.0003,42164.5511,35780.7626,35806.3397,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35366,aktif_uydular,11489.06,15.064,1737.64,835.68,-901.96,8.867,-10653.37,43.0038,0.0001,6861.183,489.1977,491.1682,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 3A,NIGCOMSAT 1R,aktif_uydular,352.27,0.027,1741.49,355.56,-1385.93,0.027,3.28,0.0136,0.0003,42164.3277,35782.2174,35804.438,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 4A,NIGCOMSAT 1R,aktif_uydular,378.04,0.028,1741.49,390.69,-1350.8,0.028,12.65,0.0136,0.0003,42164.3277,35782.2174,35804.438,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 5B,NIGCOMSAT 1R,aktif_uydular,360.79,0.027,1741.49,364.43,-1377.06,0.027,3.65,0.0136,0.0003,42164.3277,35782.2174,35804.438,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 6A,NIGCOMSAT 1R,aktif_uydular,369.92,0.027,1741.49,372.76,-1368.73,0.027,2.83,0.0136,0.0003,42164.3277,35782.2174,35804.438,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 4B,TURKMENALEM52E/MONACOSAT,aktif_uydular,1462.5,0.106,1742.0,1474.63,-267.37,0.107,12.13,0.0368,0.0003,42164.5598,35780.8978,35806.2219,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-33771,aktif_uydular,12054.03,15.112,1742.46,2191.24,448.78,8.002,-9862.78,42.9999,0.0002,6861.2319,488.9907,491.4731,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35897,aktif_uydular,11499.07,15.141,1747.37,1156.4,-590.97,8.974,-10342.68,43.0035,0.0002,6861.056,488.5541,491.5579,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35419,aktif_uydular,11341.87,15.144,1760.53,2062.28,301.75,9.371,-9279.59,43.0019,0.0002,6861.1352,488.7164,491.5541,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 3A,TURKSAT 4A,aktif_uydular,60.33,0.004,1766.32,65.39,-1700.93,0.004,5.06,0.0641,0.0004,42165.6571,35777.1668,35812.1474,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 4A,TURKSAT 4A,aktif_uydular,0.0,0.0,1766.32,0.0,-1766.32,0.0,0.0,0.0641,0.0004,42165.6571,35777.1668,35812.1474,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 5B,TURKSAT 4A,aktif_uydular,37.8,0.001,1766.32,40.06,-1726.26,0.002,2.26,0.0641,0.0004,42165.6571,35777.1668,35812.1474,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 6A,TURKSAT 4A,aktif_uydular,14.62,0.003,1766.32,21.64,-1744.68,0.003,7.02,0.0641,0.0004,42165.6571,35777.1668,35812.1474,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-5703,aktif_uydular,11870.26,15.108,1770.54,208.94,-1561.6,8.094,-11661.32,43.0003,0.0001,6863.6773,491.9799,493.3746,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-5366,aktif_uydular,10984.95,15.104,1773.83,2186.58,412.75,9.886,-8798.36,43.0018,0.0002,6863.6825,491.5932,493.7717,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30149,aktif_uydular,12067.53,15.043,1793.32,684.11,-1109.21,7.548,-11383.42,43.0049,0.0002,6863.7514,491.5832,493.9196,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-33705,aktif_uydular,11814.39,15.044,1800.32,220.17,-1580.15,8.075,-11594.22,43.0003,0.0002,6861.2128,488.9256,491.5,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31668,aktif_uydular,11946.47,15.095,1812.34,576.22,-1236.12,7.895,-11370.25,42.9998,0.0002,6861.0909,489.0158,491.1661,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31962,aktif_uydular,10623.26,15.058,1837.94,2859.6,1021.66,10.465,-7763.66,43.0011,0.0001,6861.2218,489.3895,491.054,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 4B,BELINTERSAT-1,aktif_uydular,1065.82,0.078,1843.5,1079.18,-764.32,0.079,13.35,0.0259,0.0001,42164.4483,35787.3091,35799.5874,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 4B,EUTELSAT 36B,aktif_uydular,409.84,0.026,1846.25,414.7,-1431.55,0.026,4.86,0.2866,0.0006,42165.3815,35769.7021,35819.0609,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36449,aktif_uydular,10494.96,15.052,1862.76,1743.8,-118.96,10.549,-8751.16,43.0018,0.0002,6861.1303,488.6874,491.5732,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30892,aktif_uydular,11485.58,15.154,1885.67,1310.98,-574.69,9.016,-10174.6,43.0045,0.0002,6863.7005,491.43,493.971,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-34165,aktif_uydular,11693.62,15.075,1919.25,2914.91,995.66,8.852,-8778.7,42.9996,0.0002,6861.1994,488.7634,491.6355,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31722,aktif_uydular,11092.3,15.057,1940.35,3002.79,1062.44,9.837,-8089.51,43.0011,0.0002,6861.1999,489.1666,491.2332,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31531,aktif_uydular,11104.57,15.1,1947.47,1375.41,-572.06,9.647,-9729.15,43.0023,0.0001,6861.2397,489.8397,490.6397,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-5756,aktif_uydular,11582.22,15.058,1958.27,817.25,-1141.02,8.633,-10764.97,42.9999,0.0002,6863.7841,491.7505,493.8178,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-33661,aktif_uydular,11892.88,15.124,1996.8,780.34,-1216.46,8.097,-11112.54,42.9983,0.0001,6861.1418,489.4722,490.8115,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30521,aktif_uydular,10877.41,15.12,2006.14,2028.18,22.04,10.07,-8849.22,42.9997,0.0002,6861.2085,488.9549,491.462,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30168,aktif_uydular,12256.54,15.047,2010.31,2627.73,617.42,7.585,-9628.81,43.0032,0.0002,6861.1766,489.0953,491.2579,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32638,aktif_uydular,10306.81,15.072,2037.45,2588.42,550.97,10.84,-7718.38,43.0078,0.0003,6861.2299,488.2011,492.2588,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30140,aktif_uydular,11036.89,15.129,2040.13,1726.19,-313.94,9.77,-9310.7,43.0007,0.0001,6863.6933,491.7523,493.6343,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-34765,aktif_uydular,11448.46,15.111,2085.58,2585.14,499.56,9.249,-8863.32,43.0051,0.0001,6861.129,489.1897,491.0683,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-33752,aktif_uydular,10301.2,15.054,2095.12,1836.52,-258.6,10.803,-8464.68,43.0013,0.0002,6861.1619,488.9201,491.4038,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35991,aktif_uydular,11165.38,15.126,2136.12,2313.43,177.31,9.678,-8851.95,42.9989,0.0001,6861.1526,489.1324,491.1729,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-33691,aktif_uydular,6401.27,15.086,2162.02,412.28,-1749.74,13.751,-5988.99,42.9986,0.0001,6861.1732,489.1708,491.1756,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-5039,aktif_uydular,9733.28,13.783,2172.82,2140.52,-32.3,10.878,-7592.76,43.0,0.0002,6866.553,494.078,497.0279,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-34077,aktif_uydular,11632.34,15.001,2178.68,752.44,-1426.24,8.449,-10879.89,43.0002,0.0001,6861.3325,489.3239,491.3411,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30448,aktif_uydular,10419.4,15.058,2180.73,2523.1,342.37,10.651,-7896.3,43.0021,0.0001,6863.7553,491.968,493.5426,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32647,aktif_uydular,7103.86,15.079,2204.29,975.6,-1228.69,13.406,-6128.26,43.0037,0.0002,6861.1014,488.5295,491.6733,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31872,aktif_uydular,10803.18,15.103,2220.21,1713.28,-506.93,10.14,-9089.9,43.0016,0.0002,6861.1624,488.9678,491.3569,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30996,aktif_uydular,12308.7,14.968,2223.26,1721.93,-501.33,6.938,-10586.77,43.0011,0.0001,6861.1833,489.2804,491.0862,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36497,aktif_uydular,10586.99,14.96,2235.55,1801.83,-433.72,10.385,-8785.16,43.0028,0.0003,6861.1309,488.4012,491.8606,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32472,aktif_uydular,4613.13,15.085,2235.8,2138.89,-96.91,14.225,-2474.24,43.0022,0.0,6861.177,489.9313,490.4226,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36496,aktif_uydular,10389.77,15.09,2261.93,2072.79,-189.14,10.719,-8316.98,43.0044,0.0003,6861.1197,488.1129,492.1266,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 5A,SPAINSAT NG I,aktif_uydular,1393.3,0.102,2275.94,1392.07,-883.87,0.102,-1.23,0.0222,0.0,42164.612,35791.8242,35795.3998,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 4B,YAHSAT 1B,aktif_uydular,1783.84,0.13,2279.28,1771.15,-508.13,0.129,-12.69,0.089,0.0003,42164.5155,35781.7938,35805.2373,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 5A,TURKSAT 5A,aktif_uydular,0.0,0.0,2279.84,0.0,-2279.84,0.0,0.0,0.017,0.0,42164.7479,35792.8203,35794.6756,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-34681,aktif_uydular,7105.85,15.1,2282.92,1965.21,-317.71,13.334,-5140.64,43.0016,0.0001,6861.1751,489.3483,491.0018,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-5517,aktif_uydular,9772.03,13.781,2285.63,1531.54,-754.09,11.084,-8240.49,43.0006,0.0002,6869.4469,496.8875,500.0062,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36555,aktif_uydular,9856.5,15.055,2290.56,2014.78,-275.78,11.324,-7841.72,42.9997,0.0001,6861.1168,489.135,491.0987,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32747,aktif_uydular,7276.09,15.045,2299.11,2620.71,321.6,13.216,-4655.38,43.0026,0.0001,6861.1688,489.353,490.9846,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35499,aktif_uydular,8699.18,15.045,2304.91,1874.21,-430.7,12.374,-6824.97,43.0021,0.0002,6861.1596,488.9712,491.3479,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32693,aktif_uydular,11920.02,15.1,2307.21,3132.12,824.91,8.838,-8787.9,53.1599,0.0001,6853.3594,481.7097,483.0091,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31485,aktif_uydular,4731.28,15.109,2312.55,1772.36,-540.19,14.231,-2958.92,43.0014,0.0,6861.1951,490.077,490.3131,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31475,aktif_uydular,4835.57,15.06,2312.99,2675.24,362.25,14.058,-2160.33,43.0011,0.0001,6861.2079,489.6954,490.7204,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 4B,EUTELSAT QUANTUM,aktif_uydular,1719.14,0.125,2315.9,1705.78,-610.12,0.124,-13.36,0.0393,0.0002,42164.4553,35783.6563,35803.2543,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35946,aktif_uydular,7372.88,15.093,2324.21,1912.21,-412.0,13.208,-5460.67,43.0023,0.0002,6861.1756,488.651,491.7001,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 4B,YAHSAT 1A,aktif_uydular,1827.38,0.133,2331.17,1837.44,-493.73,0.134,10.06,0.0028,0.0003,42164.7763,35780.1739,35807.3786,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 5A,ASTRA 2F,aktif_uydular,2017.38,0.147,2338.03,2017.7,-320.33,0.147,0.32,0.0597,0.0002,42164.7547,35785.3091,35802.2003,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-33613,aktif_uydular,5521.6,15.063,2339.62,2865.21,525.59,13.797,-2656.39,43.0037,0.0001,6861.1657,489.319,491.0124,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30436,aktif_uydular,8044.03,15.044,2341.72,1519.88,-821.84,12.848,-6524.15,43.0027,0.0002,6861.1896,488.9567,491.4226,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30147,aktif_uydular,12006.29,15.004,2342.67,684.79,-1657.88,7.552,-11321.49,43.0047,0.0002,6861.1867,488.7116,491.6619,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 4B,SKYNET 5D,aktif_uydular,1994.39,0.145,2343.59,2005.73,-337.86,0.146,11.34,0.0689,0.0004,42164.6232,35778.1783,35809.0681,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32941,aktif_uydular,11761.8,15.081,2344.83,310.27,-2034.56,8.274,-11451.53,43.0017,0.0002,6861.1828,488.8284,491.5372,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-5717,aktif_uydular,6822.07,13.941,2347.64,3353.04,1005.4,12.782,-3469.03,43.0002,0.0002,6873.6023,501.1251,504.0794,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30409,aktif_uydular,5052.62,15.101,2348.44,2129.66,-218.78,14.078,-2922.96,43.0014,0.0001,6863.6097,491.8115,493.4079,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36847,aktif_uydular,5514.63,15.098,2352.85,529.27,-1823.58,14.092,-4985.36,43.0012,0.0001,6861.2451,489.3072,491.1831,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 5A,ASTRA 2G,aktif_uydular,1950.37,0.144,2353.95,1958.34,-395.61,0.144,7.97,0.0224,0.0005,42165.5943,35775.0716,35814.117,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31922,aktif_uydular,7206.46,15.104,2363.36,1324.86,-1038.5,13.323,-5881.6,43.007,0.0002,6861.2009,488.9742,491.4277,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32688,aktif_uydular,6860.91,15.103,2393.85,2094.02,-299.83,13.436,-4766.9,43.004,0.0002,6861.1497,488.8982,491.4012,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 3A,THURAYA-4,aktif_uydular,1661.84,0.123,2395.63,1656.04,-739.59,0.122,-5.81,0.0274,0.0,42165.3285,35793.9575,35794.6996,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 4A,THURAYA-4,aktif_uydular,1690.11,0.123,2395.63,1693.74,-701.89,0.123,3.63,0.0274,0.0,42165.3285,35793.9575,35794.6996,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 5B,THURAYA-4,aktif_uydular,1672.12,0.122,2395.63,1666.9,-728.73,0.122,-5.22,0.0274,0.0,42165.3285,35793.9575,35794.6996,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 5A,HULIANWAN GAOGUI-01 (H*),aktif_uydular,2053.53,0.149,2404.71,2061.06,-343.65,0.149,7.53,0.0652,0.0004,42163.9246,35775.591,35810.2582,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 3A,HELLAS-SAT 4 & SGS-1,aktif_uydular,2221.68,0.16,2406.22,2230.18,-176.04,0.161,8.5,0.0714,0.0003,42165.6776,35781.2394,35808.1158,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 4A,HELLAS-SAT 4 & SGS-1,aktif_uydular,2194.58,0.16,2406.22,2193.62,-212.6,0.16,-0.95,0.0714,0.0003,42165.6776,35781.2394,35808.1158,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 5B,HELLAS-SAT 4 & SGS-1,aktif_uydular,2212.19,0.161,2406.22,2220.1,-186.12,0.161,7.9,0.0714,0.0003,42165.6776,35781.2394,35808.1158,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 6A,HELLAS-SAT 4 & SGS-1,aktif_uydular,2202.21,0.16,2406.22,2211.08,-195.14,0.161,8.87,0.0714,0.0003,42165.6776,35781.2394,35808.1158,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35588,aktif_uydular,7390.33,15.051,2412.35,1119.38,-1292.97,13.259,-6270.96,43.0033,0.0002,6861.1055,488.7525,491.4585,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35696,aktif_uydular,11387.72,15.012,2422.62,3383.55,960.93,9.422,-8004.17,43.0045,0.0002,6861.134,489.0328,491.2352,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
